"","Full.Model.Code","Key_function","Formula","CvM_pvalue","P_a.hat","se.P_a.hat","Delta.AIC","Model","CoveredArea","Det.Prob","Nhat","Nhat.se","Nhat.cv","Nhat.lcl","Nhat.ucl","Dhat","Dhat.se","Dhat.cv","Dhat.lcl","Dhat.ucl","Unique.Mods"
"1","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.425395597888396,0.457441197527577,0.164905565432279,0,"out.list.2[[1]]",0.213847635553942,0.457441197527577,397617.246769692,155825.30813598,0.391897759470773,188016.901065469,840879.059450402,899.58653115315,352.545946009004,0.391897759470773,425.377604220517,1902.44131097376,"Hazard-rate ~Stage"
"2","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.217307003240094,0.770580135430205,0.0484433943202644,0,"out.list.2[[1]]",0.21020979272864,0.770580135430205,270138.640990722,47947.6389343317,0.177492708034977,189105.448053122,385895.203483587,611.173395906612,108.478821118397,0.177492708034977,427.840380210683,873.066071229835,"Hazard-rate ~1"
"3","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.285342132259292,0.405731369001366,0.167542460137673,0,"out.list.2[[1]]",0.23080421546835,0.405731369001366,410638.059522802,177398.790765039,0.432007668678331,180809.6447794,932602.993243997,929.045383535752,401.354730237646,0.432007668678331,409.07159452353,2109.96152317646,"Hazard-rate ~Stage"
"4","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.182162040892383,0.158953032140773,0.10835875146824,0,"out.list.2[[1]]",0.226738896747122,0.158953032140773,956581.607056707,669209.952299819,0.699584800045342,272887.061678197,3353212.73691703,2164.21178067128,1514.04966583669,0.699584800045342,617.391542258364,7586.45415592089,"Hazard-rate ~Stage"
"5","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.891517235723573,0.638563408424382,0.0651198444746472,0,"out.list.2[[1]]",0.230895102180795,0.638563408424382,263806.925374696,45198.6267014236,0.171332221992376,187764.333283588,370645.972313281,596.848247454064,102.25933642856,0.171332221992376,424.806183899521,838.565548220093,"Half-normal ~Stage"
"6","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.328499439231287,0.639036208092526,0.0770103494172233,0,"out.list.2[[1]]",0.232755409086785,0.639036208092526,231788.36036313,48384.4034241931,0.208743887520461,153211.697457469,350664.113063183,524.408055120203,109.466976072835,0.208743887520461,346.632799677531,793.357721862405,"Half-normal ~Stage"
"7","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.55906034661447,0.725790484305503,0.0484989235145443,0,"out.list.2[[1]]",0.230488724429372,0.725790484305503,221942.565064931,41337.9741342618,0.186255277901146,152710.651192821,322561.011971618,502.132500146902,93.5248283580583,0.186255277901146,345.499210843485,729.776045184657,"Hazard-rate ~1"
"8","\texttt{out.list.2[[1]]}","Uniform with Hermite polynomial adjustment term of order 4",NA,0.610260145408239,0.789421745477587,0.0745205402044577,0,"out.list.2[[1]]",0.232831297691647,0.789421745477587,177952.275201138,38528.3450560409,0.216509426544239,115578.482244171,273987.092012179,402.606957468638,87.1682014842555,0.216509426544239,261.489778832966,619.880298670087,"Uniform with Hermite polynomial adjustment term of order 4 NA"
"9","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.311930554619742,0.787512831694807,0.0575630734905102,0,"out.list.2[[1]]",0.226530675363636,0.787512831694807,210599.11237459,39045.5832675984,0.185402411374595,145250.194476516,305348.893285896,476.46858003301,88.3384236823494,0.185402411374595,328.62034949438,690.834600194335,"Hazard-rate ~1"
"10","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.340221149364043,0.356525307459628,0.161650133988237,0,"out.list.2[[1]]",0.227158082598151,0.356525307459628,447525.271212602,210461.233866372,0.47027787569652,184330.442065685,1086520.84880557,1012.50061360317,476.156637706723,0.47027787569652,417.037199243631,2458.19196562346,"Hazard-rate ~Stage"
"11","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.380612203276156,0.68875064553795,0.0774683409929411,0,"out.list.2[[1]]",0.229199671657167,0.68875064553795,223993.928309754,37800.5974952139,0.168757241682643,160397.890952748,312805.109977512,506.773593460983,85.5217137900768,0.168757241682643,362.891156001693,707.703868727402,"Half-normal ~Stage"
"12","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.143644426286946,0.806864737587742,0.0575759812749904,0,"out.list.2[[1]]",0.230345877744234,0.806864737587742,218790.729454815,33704.2074261213,0.154047694388632,160737.705080972,297810.543402096,495.00165035026,76.2538629550255,0.154047694388632,363.659966246542,673.779509959494,"Hazard-rate ~Stage"
"13","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.0270661961175356,0.796093683587302,0.0658518618976515,0,"out.list.2[[1]]",0.232598019166693,0.796093683587302,167089.869308466,35860.9388198357,0.214620664725235,108795.33191107,256619.690708251,378.031378525942,81.1333457462346,0.214620664725235,246.143284866675,580.587535539029,"Hazard-rate ~1"
"14","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.274953411539827,0.768701557138333,0.0454703543372161,0,"out.list.2[[1]]",0.229556315748101,0.768701557138333,232947.584320476,42666.7412203676,0.183160264764408,161155.278500769,336722.306247552,527.030733756734,96.5310887338634,0.183160264764408,364.604702490427,761.815172505775,"Hazard-rate ~Stage"
"15","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.268810894381125,0.790532411827279,0.0669814981998737,0,"out.list.2[[1]]",0.233986427128343,0.790532411827279,193551.678331626,37311.8468937825,0.192774597541094,131693.821282748,284464.766988249,437.899724732185,84.4159431986029,0.192774597541094,297.94982190667,643.585445674771,"Hazard-rate ~1"
"16","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.310517533731764,0.822581994437958,0.108779638068348,0,"out.list.2[[1]]",0.23001093218057,0.822581994437958,200906.063157423,46313.2328255237,0.230521827453431,127427.175468201,316755.402174689,454.538604428559,104.781069741004,0.230521827453431,288.296777077377,716.641181390699,"Half-normal ~Stage"
"17","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.835104847422136,0.821300701311351,0.0437026532551762,0,"out.list.2[[1]]",0.23046707323479,0.821300701311351,191480.715413509,28390.9810427568,0.148270706955766,142049.82122495,258112.710449714,433.214288265857,64.2329887845177,0.148270706955766,321.379686029298,583.965408257271,"Hazard-rate ~Stage"
"18","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.225465749412245,0.456845512583017,0.210571730944598,0,"out.list.2[[1]]",0.230375789886283,0.456845512583017,331774.619667401,159162.269538284,0.479730094176104,134418.047274877,818895.977787517,750.621311464709,360.095632439556,0.479730094176104,304.11322912868,1852.70583209846,"Hazard-rate ~Stage"
"19","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.606645864235997,0.634990448143278,0.0588596320998434,0,"out.list.2[[1]]",0.22753658616649,0.634990448143278,171313.609675363,35221.9649972206,0.205599339503533,113670.457416333,258188.042232561,387.587352206703,79.6877036136213,0.205599339503533,257.172980579938,584.135842155115,"Hazard-rate ~Stage"
"20","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.81879567687457,0.806714874864747,0.0447968501066084,0,"out.list.2[[1]]",0.23278747465813,0.806714874864747,200060.578908902,25277.2524318496,0.126347992041749,155230.572713771,257837.322465887,452.625744137786,57.1883539182118,0.126347992041749,351.200390755137,583.342358520106,"Hazard-rate ~Stage"
"21","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.50371105228127,0.908633587643895,0.0320701667789878,0,"out.list.2[[1]]",0.214543691574937,0.908633587643895,183654.998378675,34061.2692734617,0.185463339272865,126223.872348047,267216.95192861,415.5090461056,77.0616951888273,0.185463339272865,285.574371828162,604.563239657488,"Hazard-rate ~Stage"
"22","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.0900702753881882,0.725588701738894,0.0502497041116634,0,"out.list.2[[1]]",0.230251016127389,0.725588701738894,216942.20730642,37592.9466653129,0.173285535959422,153260.583355039,307084.315358207,490.819473543936,85.0519155323821,0.173285535959422,346.743401255745,694.760894475582,"Hazard-rate ~1"
"23","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.256500183085548,0.746344608507531,0.0485902712181151,0,"out.list.2[[1]]",0.225929618746936,0.746344608507531,220185.637059625,39317.1798811355,0.178563781026683,153837.833286872,315148.190347595,498.157549908654,88.9528956586777,0.178563781026683,348.049396576635,713.004955537546,"Hazard-rate ~1"
"24","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.18365663719235,0.370630099839941,0.107844551947061,0,"out.list.2[[1]]",0.229098916393073,0.370630099839941,432052.617020416,133613.032872139,0.309251761495117,237354.21146631,786459.455347334,977.494608643475,302.291929574975,0.309251761495117,537.000478430566,1779.32003472247,"Hazard-rate ~Stage"
"25","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.0276203562198832,0.782607081192127,0.0604025758397565,0,"out.list.2[[1]]",0.229868964503896,0.782607081192127,218669.475560174,42550.3144396376,0.194587353038803,148123.321603531,322814.388876234,494.727320271887,96.2676797276868,0.194587353038803,335.12063711206,730.349296100076,"Hazard-rate ~1"
"26","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.797831023633738,0.217400727156004,0.247495150518489,0,"out.list.2[[1]]",0.225862038863062,0.217400727156004,567098.60924639,657657.146976126,1.15968746220358,89924.4959052966,3576342.90158136,1283.02852770676,1487.91209723106,1.15968746220358,203.44908575859,8091.2735329895,"Hazard-rate ~Stage"
"27","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.22854664743849,0.454713579375213,0.133711779773505,0,"out.list.2[[1]]",0.226665123668235,0.454713579375213,368806.099501414,113487.826463134,0.307716782928909,203221.745398111,669307.995377109,834.402940048448,256.759788378132,0.307716782928909,459.777704520614,1514.27148275364,"Hazard-rate ~Stage"
"28","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.776881244131823,0.964826832532217,0.170683269774173,0,"out.list.2[[1]]",0.15775803582065,0.964826832532217,174233.899383188,44819.361244963,0.257236745568054,105227.045303645,288494.764883596,394.194342495899,101.401269784984,0.257236745568054,238.070238243542,652.703087971937,"Uniform with cosine adjustment term of order 1 NA"
"29","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.475886844889594,0.785669149698603,0.058095053468261,0,"out.list.2[[1]]",0.229077636164385,0.785669149698603,162085.36805821,29436.776737851,0.181612795099922,112651.996011667,233210.839298795,366.708977507261,66.599042393328,0.181612795099922,254.868769257164,527.626333255192,"Hazard-rate ~1"
"30","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.0931579456233603,0.698136026990316,0.0429720848712706,0,"out.list.2[[1]]",0.234109460472446,0.698136026990316,270435.222501992,39469.5664449675,0.145948320192193,201766.902955139,362473.767989404,611.844394800887,89.297661640198,0.145948320192193,456.486205780858,820.076398166074,"Hazard-rate ~1"
"31","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.24592432075615,0.756817143535472,0.0651501465414782,0,"out.list.2[[1]]",0.227503211970818,0.756817143535472,184831.620853953,36835.0957093125,0.199290010762922,124140.933907044,275193.097009244,418.171087904871,83.3373206093043,0.199290010762922,280.861841418652,622.608816762995,"Hazard-rate ~1"
